country_code,country,year,population,population_grow,population_under_14,population_above_65,gdp,gdp_growth_rate,unemployment,education_gov_expenditure,health_expenditure,life_expectancy_fem,life_expectancy_male,non_commun_disease_death,commun_disease_death,tuberculosis,hiv,infant_mortality,undernourishment,hospital_beds,physicians
URY,Uruguay,2010,3359275.0,0.29,22.2,14.0,40285,7.8,7.2,2.9,8.6,80.38,72.93,85.3,8.1,24.0,0.5,11.3,2.5,1.2,3.9
URY,Uruguay,2019,3449299.0,0.37,20.61,14.81,59180,2.7,8.2,4.4,9.1,81.36,73.96,,,33.0,0.6,10.0,,,5.0
UZB,Uzbekistan,2005,26167000.0,1.16,32.6,4.84,14396,7.0,8.3,,5.0,71.66,65.25,,,120.0,0.1,49.4,14.5,5.2,
UZB,Uzbekistan,2010,28562400.0,2.82,29.14,4.51,39526,8.5,8.2,,5.4,72.46,66.94,79.1,14.6,97.0,0.1,40.7,9.0,4.4,2.5
UZB,Uzbekistan,2019,32955400.0,1.73,28.69,4.42,49677,5.2,6.7,6.4,6.3,73.68,69.44,,,70.0,0.2,27.7,,,2.4
VCT,Saint Vincent and the Grenadines,2005,108614.0,0.09,28.55,7.07,551,2.5,18.9,6.4,3.3,73.78,69.04,,,7.4,,19.6,9.1,4.5,0.9
VCT,Saint Vincent and the Grenadines,2010,108255.0,-0.03,25.83,8.23,681,-3.3,18.8,5.1,3.7,74.33,69.49,76.6,16.5,16.0,,19.5,6.7,2.6,0.7
VCT,Saint Vincent and the Grenadines,2019,110210.0,0.35,22.54,9.59,780,0.7,18.2,5.8,3.6,75.01,70.18,,,6.3,,17.4,,,
VEN,Venezuela (Bolivarian Republic of),2005,26432447.0,1.66,31.69,4.97,145514,10.3,11.5,,4.8,76.86,69.1,,,32.0,,17.2,10.5,,1.9
VEN,Venezuela (Bolivarian Republic of),2010,28439940.0,1.45,29.91,5.57,393806,-1.5,8.4,6.9,6.1,77.1,69.4,67.9,11.8,28.0,,14.8,3.1,,
VEN,Venezuela (Bolivarian Republic of),2019,28870195.0,-1.79,27.67,7.27,255093,-14.0,7.7,,3.2,76.07,68.4,,,48.0,,15.0,,,
VNM,Viet Nam,2005,83832661.0,0.92,27.1,6.54,57633,7.5,2.3,,5.1,78.42,69.72,,,266.0,0.3,23.6,18.2,2.6,0.6
VNM,Viet Nam,2010,87967651.0,1.0,23.63,6.49,115932,6.4,2.6,5.1,6.0,78.88,70.72,74.4,14.2,231.0,0.4,19.0,13.6,2.0,0.7
VNM,Viet Nam,2019,95540395.0,0.99,23.17,7.27,223780,6.8,2.1,5.7,5.7,79.44,71.21,,,182.0,0.3,17.9,,,0.8
VUT,Vanuatu,2005,209282.0,2.49,39.68,3.27,395,5.3,5.6,8.4,3.3,69.88,67.02,,,83.0,,23.7,7.0,4.1,0.1
VUT,Vanuatu,2010,236211.0,2.56,38.22,3.9,701,1.6,5.4,5.0,3.4,70.77,67.63,70.8,21.8,69.0,,24.0,5.9,,0.1
VUT,Vanuatu,2019,292680.0,2.48,38.85,3.64,864,3.5,5.2,4.7,3.7,71.99,68.85,,,46.0,,24.3,,,0.2
WSM,Samoa,2005,179727.0,0.63,39.61,4.75,434,5.1,2.1,3.8,4.8,72.94,68.09,,,15.0,,17.0,3.5,1.0,0.3
WSM,Samoa,2010,185949.0,0.75,38.31,4.97,679,4.3,4.8,5.1,5.5,74.03,69.51,77.5,13.4,8.7,,16.6,3.4,,0.3
WSM,Samoa,2019,196130.0,0.4,38.32,4.8,856,-0.4,8.0,4.1,5.5,75.32,71.2,,,6.4,,15.1,,,0.3
YEM,Yemen,2005,20107409.0,2.86,46.06,2.67,19041,5.1,16.0,9.2,5.2,65.09,61.95,,,80.0,0.1,61.6,30.1,0.6,0.3
YEM,Yemen,2010,23154855.0,2.8,42.67,2.66,30907,3.3,17.8,5.2,5.2,67.23,63.93,55.2,32.4,52.0,0.1,48.6,25.7,0.7,0.3
YEM,Yemen,2019,28498687.0,2.36,39.61,2.88,27957,-5.9,14.0,,5.6,67.8,64.42,,,48.0,0.1,43.3,,,0.3
ZAF,South Africa,2005,47880601.0,1.24,30.88,4.61,257772,5.3,23.8,5.1,6.7,55.93,51.1,,,932.0,16.8,53.9,4.4,2.8,0.7
ZAF,South Africa,2010,51216964.0,1.46,29.67,4.75,375348,3.0,24.7,5.7,7.4,60.56,54.91,39.8,52.2,948.0,18.9,48.1,4.4,,0.7
ZAF,South Africa,2019,57779622.0,1.36,29.08,5.32,348872,1.3,27.6,6.1,8.1,67.4,60.46,,,520.0,20.4,32.9,,,0.9
ZMB,Zambia,2005,11856247.0,2.61,47.01,2.24,8332,7.2,10.4,1.7,6.9,50.66,46.4,,,602.0,14.1,88.4,51.1,,0.1
ZMB,Zambia,2010,13605984.0,2.91,47.29,2.08,20265,10.3,13.2,1.1,3.7,57.79,53.48,24.1,67.2,495.0,13.0,64.7,50.0,2.0,0.1
ZMB,Zambia,2019,17351822.0,2.91,44.94,2.1,25868,3.5,7.8,,4.5,66.45,60.53,,,346.0,11.3,53.3,,,0.1
ZWE,Zimbabwe,2005,12076699.0,0.47,41.35,3.11,6223,-4.1,4.5,,,44.96,41.57,,,588.0,19.0,65.0,42.2,,0.2
ZWE,Zimbabwe,2010,12697723.0,1.35,41.61,3.07,10142,12.6,5.3,1.8,11.8,52.24,48.88,24.2,67.2,416.0,15.4,62.7,41.9,,0.1
ZWE,Zimbabwe,2019,14439018.0,1.41,42.4,2.94,18037,3.0,5.0,7.5,9.4,62.6,59.5,,,210.0,12.7,51.2,,,0.1
