country_code,country,year,population,population_grow,population_under_14,population_above_65,gdp,gdp_growth_rate,unemployment,education_gov_expenditure,health_expenditure,life_expectancy_fem,life_expectancy_male,non_commun_disease_death,commun_disease_death,tuberculosis,hiv,infant_mortality,undernourishment,hospital_beds,physicians
GMB,Gambia (the),2005,1543741.0,3.10616011715528,46.3209178223549,2.60620142886663,944,-0.9,9.4,1.1,4.9,59.15,56.82,,,191.0,1.8,59.4,15.1,0.8,0.1
GMB,Gambia (the),2010,1793196.0,2.99540574473746,45.1453159609992,2.65821471830185,1441,6.5,9.4,4.2,5.7,60.957,58.392,30.8,58.9,178.0,1.9,52.4,9.3,,0.1
GMB,Gambia (the),2019,2280102.0,2.94672228129321,44.2687450605107,2.58998093938232,1489,4.6,9.4,3.1,4.4,63.151,60.362,,,174.0,1.9,49.8,,,0.1
GIN,Guinea,2005,9109581.0,2.03871432999145,46.8106491396256,3.19280326943687,4063,3.0,4.6,1.8,2.9,53.643,52.694,,,210.0,1.7,95.2,21.3,0.3,0.1
GIN,Guinea,2010,10192176.0,2.25947013843272,46.1749385018469,3.04295177006362,6853,4.8,4.6,2.6,3.1,57.514,56.016,31.9,59.5,186.0,1.6,77.7,17.6,,
GIN,Guinea,2019,12414318.0,2.83313635348047,43.8501733445473,2.92602244847935,10208,8.2,4.5,2.2,5.5,61.666,60.477,,,176.0,1.4,65.7,,,0.1
GLP,Guadeloupe,2005,,,,,,,25.9,,,,,,,,,8.8,,,
GLP,Guadeloupe,2010,,,,,,,23.8,,,,,,,,,7.0,,,
GLP,Guadeloupe,2019,,,,,,,26.1,,,,,,,,,5.8,,,
GNQ,Equatorial Guinea,2005,749535.0,4.44483058882067,39.5754701248107,3.27056108120368,8520,8.9,5.8,,1.4,55.615,53.372,,,106.0,4.6,95.4,,2.2,0.2
GNQ,Equatorial Guinea,2010,943639.0,4.55738241662595,38.5024357831756,2.88669713735867,16299,-8.9,5.6,,1.5,56.855,54.54,34.4,55.5,129.0,5.7,84.6,,2.1,
GNQ,Equatorial Guinea,2019,1308974.0,3.6545067728316,37.1165988655245,2.45787734677897,12487,-3.2,8.1,,3.4,59.587,57.41,,,201.0,7.1,73.8,,,0.4
GRC,Greece,2005,10987314.0,0.293249074052818,14.7284969492973,17.9131174914526,247777,0.6,10.0,4.0,9.0,81.8,76.8,,,7.1,,4.5,2.5,4.7,
GRC,Greece,2010,11121341.0,0.128880432668041,15.0549563693205,19.1518233019709,299362,-5.5,12.7,,9.6,83.0,77.9,91.2,5.7,4.7,,3.5,2.5,4.8,6.1
GRC,Greece,2019,10731726.0,-0.213651457571602,14.0712448654023,21.6552720778435,203086,1.5,19.5,,8.5,83.9,78.8,,,4.5,,3.3,,,4.6
GTM,Guatemala,2005,13096028.0,2.31040704342986,42.2567132568745,4.16561418469783,27211,3.3,2.5,,6.3,72.938,66.527,,,36.0,0.7,37.2,15.8,0.7,
GTM,Guatemala,2010,14630417.0,2.1706553913299,39.3660071343148,4.29049288205524,41338,2.9,3.7,2.8,6.1,74.683,68.219,52.8,29.5,28.0,0.6,31.3,15.8,0.6,0.9
GTM,Guatemala,2019,17247807.0,1.9487986359316,34.4353953933618,4.81207250828785,75620,2.8,2.6,2.8,5.8,76.937,71.119,,,26.0,0.4,26.9,,,0.4
GUM,Guam,2005,158402.0,0.190203625712881,29.5065718867186,6.4109039027285,,,7,,,79.43,74.218,,,46.0,,13.6,,,
GUM,Guam,2010,159444.0,0.136818673867532,27.5005644615037,7.26587391184366,,,8.2,,,81.076,75.109,,,73.0,,11.4,,,
GUM,Guam,2019,165768.0,0.901084421670108,24.4637083152357,9.84991071859466,,,6.5,,,83.365,76.607,,,49.0,,10.1,,,
GNB,Guinea-Bissau,2005,1344930.0,2.36527275624994,44.0652673373335,2.75902835091789,587,4.3,6.4,,6.4,54.592,49.855,,,361.0,3.8,103.9,24.4,,0.1
GNB,Guinea-Bissau,2010,1522599.0,2.57308342916126,43.1457002139106,2.70662203245897,849,4.6,6.3,1.9,6.3,56.904,52.232,27.0,65.5,361.0,3.8,85.2,22.2,,0.1
GNB,Guinea-Bissau,2019,1874309.0,2.49377196123486,42.3391522075139,2.82371633615269,1347,5.9,6.0,2.1,6.1,59.913,55.965,,,361.0,3.5,68.1,,,0.2
GUY,Guyana,2005,746163.0,0.057108386832611,36.2895238707896,4.62285050317424,1315,-2.0,12.4,8.1,3.4,70.097,63.595,,,107.0,1.3,35.3,9.4,2.8,0.5
GUY,Guyana,2010,749436.0,0.229502209402224,32.2166269034314,4.61720547184816,2259,4.1,10.9,3.6,4.6,71.537,64.817,65.6,21.3,119.0,1.5,32.0,11.2,,0.7
GUY,Guyana,2019,779004.0,0.486803065283861,28.214545202476,6.45027124309697,3543,2.2,11.8,6.3,4.2,72.972,66.783,,,83.0,1.4,31.7,,,0.8
HKG,Hong Kong,2005,6813200.0,0.436871406105885,14.3480815779545,12.246398370119,181569,7.4,5.6,4.1,,84.6,78.8,,,96.0,,2.5,2.5,,
HKG,Hong Kong,2010,7024200.0,0.734446396338105,11.9287469975228,12.9471740576209,228639,6.8,4.3,3.5,,86.0,80.1,,,81.0,,1.9,2.5,,
HKG,Hong Kong,2019,7451000.0,0.799050247136158,11.9008970757204,16.8750483265122,341659,3.8,2.9,3.3,,87.7,82.3,,,67.0,,1.6,,,
HND,Honduras,2005,7458985.0,2.38829341472128,40.5950139328608,3.81613584153876,9757,6.1,4.9,,7.7,74.338,69.728,,,56.0,0.7,28.4,17.0,,0.4
HND,Honduras,2010,8317470.0,2.0245107294618,37.5810552968631,3.98136693008812,15839,3.7,4.1,,8.6,75.69,70.945,60.0,18.7,43.0,0.5,23.3,15.2,0.8,
HND,Honduras,2019,9587522.0,1.66710361374407,31.7408815333097,4.69061765907812,22979,4.8,4.3,6,8.4,77.378,72.771,,,37.0,0.3,18.4,,,0.3
HRV,Croatia,2005,4310145.0,0.128732789322745,15.7308560096737,17.2475330386212,45347,4.1,12.6,3.8,6.9,78.83,71.83,,,28.0,0.1,6.5,2.9,5.5,
HRV,Croatia,2010,4295427.0,-0.226821270818422,15.4426182920476,17.5602362664085,59866,-1.5,11.6,4.2,8.1,79.6,73.5,92.8,1.6,18.0,0.1,5.8,2.5,5.6,2.8
HRV,Croatia,2019,4087843.0,-0.893486927711056,14.5119400058464,20.445433012423,55201,2.9,8.4,4.6,7.2,81.4,74.9,,,8.4,0.1,4.3,,,3
HTI,Haiti,2005,9195288.0,1.62494568200505,38.1692014431739,4.27005657680325,4154,1.8,15.0,,5.5,60.561,56.748,,,272.0,2.4,68.9,57.1,,
HTI,Haiti,2010,9949322.0,1.53214301042574,36.2674059599237,4.47982284622007,6708,-5.5,16.0,,8.1,62.531,58.495,14.9,12.3,229.0,2.1,63.8,49.5,,
HTI,Haiti,2019,11123176.0,1.2739963989891,33.242244257891,4.94940384843253,8521,1.2,13.8,2.4,5.4,65.832,61.5,,,176.0,2.0,61.0,,,0.2
HUN,Hungary,2005,10087065.0,-0.198878843237103,15.5167834183378,15.6187372576291,113035,4.4,7.2,5.3,8.0,76.9,68.6,,,21.0,0.1,7.4,2.5,7.9,3.2
HUN,Hungary,2010,10000023.0,-0.226013875689698,14.8598974350709,16.0923990946243,130923,0.7,11.2,4.8,7.5,78.1,70.5,93.1,1.5,18.0,0.1,5.7,2.5,7.2,2.9
HUN,Hungary,2019,9775564.0,-0.126786951652838,14.4119922134424,19.1577253832321,139761,4.1,3.4,4.6,7.4,79.3,72.5,,,6.4,0.1,5.0,,,3.2
IDN,Indonesia,2005,226289470.0,1.33630105025304,29.8812653545037,4.80076514386639,304372,5.7,7.7,2.9,2.6,69.107,65.579,,,360.0,0.2,37.3,19.4,,0.1
IDN,Indonesia,2010,241834215.0,1.33777415662772,28.8281015157429,4.96251409255717,755094,6.2,5.6,2.8,3.0,71.311,67.182,68.9,24.5,342.0,0.4,30.4,13.3,0.6,0.1
IDN,Indonesia,2019,267663435.0,1.1337698607638,26.5511973052634,5.85716561272863,1015539,5.1,4.4,3.6,3.1,73.748,69.375,,,316.0,0.4,25.0,,,0.4
IRL,Ireland,2005,4159914.0,2.17870301355631,20.1993469079062,10.513271079582,211644,6.0,4.3,4.5,7.6,81.3,76.7,,,12.0,0.1,5.2,2.5,5.5,
IRL,Ireland,2010,4560155.0,0.544884384079014,20.7857768479648,11.0098958769046,222134,1.8,13.8,6.0,10.5,83.1,78.5,88.8,6.2,9.8,0.2,3.7,2.5,3.0,2.3
IRL,Ireland,2019,4867309.0,1.23873163605826,21.4064195870662,13.8658017012923,331430,7.8,6.0,3.8,7.4,84.4,80.9,,,7.0,0.2,3.4,,,3.1
ISR,Israel,2005,6930100.0,1.76289766113006,27.8502618662224,10.0235868742361,142411,4.1,11.3,5.8,7.1,82.2,78.2,,,6.5,0.1,5.0,2.5,3.7,
ISR,Israel,2010,7623600.0,1.82675240987847,27.2634550094018,10.4486849831878,233733,5.5,8.5,5.5,7.1,83.6,79.7,87.1,7.7,5.3,0.1,4.0,2.5,3.2,3.4
ISR,Israel,2019,8882800.0,1.92662286520241,27.9252464589938,11.9769860249625,353268,3.5,3.8,5.9,7.3,84.8,80.9,,,4.0,0.2,3.4,,,3.2
IMN,Isle of Man,2005,80305.0,0.982332316654193,,,,,1.6,,,,,,,,,,,1.76939461735904,
IMN,Isle of Man,2010,84857.0,0.568448582991782,,,,,2.4,,,,,,,,,,,,
IMN,Isle of Man,2019,84077.0,0.571344926815681,,,,,2.6,,,,,,,,,,,,
IND,India,2005,1147609927.0,1.57971029004446,32.7393119526405,4.73792320201845,823612,7.9,4.4,3.2,3.8,65.357,63.689,,,279.0,,60.0,22.2,0.9,0.6
IND,India,2010,1234281170.0,1.35033904507757,30.8102597886995,5.08152968095592,1669620,8.5,3.5,3.4,3.3,67.73,65.723,55.9,33.0,247.0,,49.5,17.5,,0.7
IND,India,2019,1352617328.0,1.03732336037888,27.0533018530221,6.17995564947149,2575667,6.7,3.5,3.8,3.6,70.692,68.239,,,199.0,,39.1,,,0.8
IRQ,Iraq,2005,26922284.0,2.28593846535902,42.0199601192826,3.38027412533053,36268,4.4,8.6,,2.9,71.115,65.625,,,48.0,,34.5,28.2,1.3,
IRQ,Iraq,2010,29741976.0,2.61894281075137,41.8063614872126,3.35874455685123,117138,5.5,8.3,,3.2,71.442,65.857,60.5,22.8,45.0,,31.7,27.3,1.3,0.6
IRQ,Iraq,2019,38433600.0,2.3184640284933,38.3865654011074,3.32359966279505,182024,1.0,8.3,,3.3,72.486,68.429,,,42.0,,28.5,,,0.8
IRN,Iran (Islamic Republic of),2005,69762347.0,1.16942402098661,26.8940249386965,4.76286298108634,226452,3.2,12.1,4.1,5.3,73.502,70.438,,,17.0,0.1,24.8,6.1,1.7,0.9
IRN,Iran (Islamic Republic of),2010,73762519.0,1.14214493885504,24.044269692037,5.14765907059112,491099,5.8,13.5,3.7,6.8,75.431,72.476,78.6,9.1,18.0,0.1,19.1,5.8,1.7,0.5
IRN,Iran (Islamic Republic of),2019,81800269.0,1.38647970473313,24.4765586602319,6.18457380562499,460976,3.8,12.2,3.8,8.1,77.668,75.409,,,14.0,0.1,15.2,,,1.1
ISL,Iceland,2005,296734.0,1.58289197780465,22.1798839917418,11.8086372250228,16813,6.3,2.6,7.4,9.2,83.5,79.6,,,3.9,0.1,2.5,2.5,,3.6
ISL,Iceland,2010,318041.0,-0.143903000294037,20.7974326315527,12.0051946754577,13684,-3.4,7.6,7.2,8.8,84.1,79.8,89.7,4.6,7.9,0.1,2.0,2.5,3.6,3.6
ISL,Iceland,2019,352721.0,2.67814276922904,19.8323201064408,14.7950925565689,24477,4.0,2.9,7.7,8.3,84.3,81.1,,,2.7,0.1,1.6,,,4.0
ITA,Italy,2005,57969484.0,0.491389107503214,14.1668965291937,19.6597661695848,1852616,0.9,7.7,4.2,8.4,83.6,78.1,,,7.6,0.2,4.1,2.5,4.0,
ITA,Italy,2010,59277417.0,0.30759122234095,14.0787909980086,20.4268389760451,2125058,1.7,8.4,4.4,9.0,84.7,79.5,92.6,3.2,8.8,0.3,3.4,2.5,3.6,
ITA,Italy,2019,60421760.0,-0.190063640113791,13.3291160906398,22.7516796025077,1943835,1.6,10.4,4.1,8.9,85.2,80.8,,,7.0,0.3,3.0,,,4.1
,,2005,,,,,,,9.3,,,,,,,,,8.8,,,
,,2010,,,,,,,9.7,,,,,,,,,7.6,,,
,,2019,,,,,,,9.2,,,,,,,,,6.7,,,
JAM,Jamaica,2005,2740003.0,0.548508260267715,30.1276312471191,7.92626869386639,11244,0.9,10.9,4.6,4.6,75.473,72.846,,,4.1,2.3,18.0,7.0,1.7,0.8
JAM,Jamaica,2010,2810460.0,0.521664591147198,27.0139407783779,8.2389715562577,13219,-1.5,12.4,6.4,5.0,75.543,72.582,77.0,12.9,5.8,2.1,16.7,8.8,1.8,0.4
JAM,Jamaica,2019,2934855.0,0.478235140362221,23.7500966830639,8.79664255070196,14827,1.0,11.9,5.3,6.1,75.993,72.787,,,2.9,1.9,14.9,,,1.3
JOR,Jordan,2005,5765635.0,3.2682792060933,38.2431943749474,3.34866844675391,12720,8.1,14.8,,8.9,74.198,71.156,,,8.0,0.1,22.4,6.6,1.7,2.3
JOR,Jordan,2010,7261539.0,5.20476672247987,37.4775787887389,3.63058023925782,26520,2.7,12.5,,8.4,75.099,71.888,75.5,13.3,5.8,0.1,19.7,8.2,1.8,2.3
JOR,Jordan,2019,9956011.0,1.79215692220237,34.2454902091433,3.84649039799834,40708,2.1,14.5,3.6,5.5,76.175,72.73,,,5.0,0.1,17.1,,,2.3
JPN,Japan,2005,127773000.0,0.00939209655766336,13.8298808950159,19.6523519811041,4755410,1.7,4.4,,7.8,85.49,78.53,,,24.0,0.1,3.0,2.5,14.1,2.1
JPN,Japan,2010,128070000.0,0.0179605415195644,13.3547819838026,22.4980711221305,5700098,4.2,5.1,,9.2,86.3,79.55,80.7,13.0,20.0,0.1,2.6,2.5,,2.2
JPN,Japan,2019,126529100.0,-0.202670345017896,12.6968488090205,27.576369910355,4872415,1.7,2.4,3.5,10.9,87.32,81.25,,,14.0,0.1,2.2,,,2.4
KEN,Kenya,2005,36624895.0,2.73922946311668,44.026971271863,2.08088241618167,21506,5.9,10.5,7.3,5.3,56.667,52.819,,,630.0,7.3,62.8,28.2,,0.1
KEN,Kenya,2010,42030676.0,2.72258563675138,43.4413498369619,1.93234579429558,40000,8.4,12.1,5.5,6.1,62.944,58.933,20.7,71.5,531.0,6.0,51.1,23.5,1.4,0.2
KEN,Kenya,2019,51393010.0,2.30594867522983,39.7821669340692,2.33918661191556,74938,4.9,11.4,5.2,4.5,68.684,63.965,,,292.0,4.7,41.6,,,0.2
KGZ,Kyrgyzstan,2005,5162600.0,1.12786445855189,30.9562282145438,5.64286540407976,2460,-0.2,8.1,4.9,7.5,71.9,64.2,,,143.0,0.1,37.8,9.7,5.1,
KGZ,Kyrgyzstan,2010,5447900.0,1.19286442880631,29.8969273700259,4.523399971193,4794,-0.5,8.6,5.8,7.0,73.5,65.3,76.6,11.9,120.0,0.1,30.2,8.3,4.8,1.9
KGZ,Kyrgyzstan,2019,6322800.0,1.99032207024617,32.3504171141318,4.49472797559656,7565,4.6,7.4,7.2,6.6,75.6,67.4,,,116.0,0.2,19.5,,,1.9
KHM,Cambodia,2005,13273354.0,1.57092365103936,37.0660874410492,3.3868606231703,6293,13.2,2.0,1.7,6.9,65.312,60.738,,,511.0,1.0,65.8,20.0,,0.2
KHM,Cambodia,2010,14312212.0,1.53920813937395,33.3266024846474,3.73335721969462,11242,6.0,0.4,1.5,6.9,68.64,64.313,56.2,33.1,438.0,0.8,44.8,18.8,0.84,0.2
KHM,Cambodia,2019,16249798.0,1.49035537141766,31.2014147627244,4.56868001756576,22121,7.0,0.2,1.9,6.1,71.629,67.312,,,302.0,0.5,30.0,,,0.2
KIR,Kiribati,2005,92325.0,1.99761598175519,36.9206607094503,3.53966964527484,112,5.0,14.7,12.0,11.5,67.696,61.249,,,449.0,,52.3,4.6,1.51,
KIR,Kiribati,2010,102927.0,1.95927918413783,36.1013145238859,3.56660545823739,156,-0.9,30.6,,9.2,69.654,61.945,59.5,32.9,347.0,,51.4,3.7,1.4,0.4
KIR,Kiribati,2019,115847.0,1.46869012445746,35.5399794556613,3.95262717204589,197,3.1,,,11.9,72.113,64.001,,,349.0,,47.9,,,0.2
COM,Comoros (the),2005,611627.0,2.38236695500082,42.270043670407,2.99855957961306,787,2.8,4.5,3.9,9.9,61.758,58.542,,,36.0,0.1,72.5,,,0.2
COM,Comoros (the),2010,689692.0,2.41254187719426,41.0441182440858,2.95001246933414,907,4.8,4.4,7.7,8.5,63.503,60.27,37.1,52.8,33.0,0.1,66.6,,2.2,0.2
COM,Comoros (the),2019,832322.0,2.23917061120128,39.5384238311615,3.00700930649436,1082,3.4,4.3,4.3,7.6,65.9,62.399,,,35.0,0.1,58.1,,,0.2
KNA,Saint Kitts and Nevis,2005,46857.0,1.14402252215638,,,543,8.8,5.1,3.9,4.8,,,,,0.0,,,,5.7,1.1
KNA,Saint Kitts and Nevis,2010,49016.0,0.854382086028406,,,705,-2.2,,4.3,5.8,,,,,4.7,,,,4.8,
KNA,Saint Kitts and Nevis,2019,52441.0,0.757999915891058,,,931,1.2,,2.8,5.7,,,,,0.0,,,,,2.5
PRK,Korea (the Democratic People's Republic of),2005,23904167.0,0.719764499017033,24.7226519125306,7.40789252350856,13031,3.8,4.5,,,71.708,64.653,,,513.0,,28.5,35.4,,3.2
PRK,Korea (the Democratic People's Republic of),2010,24548836.0,0.492046502020177,22.6383483110971,8.75725024192593,13945,-0.5,4.6,,,72.859,65.96,77.3,15.3,513.0,,27.3,41.8,14.3,3.3
PRK,Korea (the Democratic People's Republic of),2019,25549819.0,0.470124289654097,20.2021135043815,9.33452040978796,17365,-3.5,4.7,,,75.549,68.435,,,513.0,,18.5,,,3.7
KOR,Korea (the Republic of),2005,48184561.0,0.211997784117548,18.8273387734188,8.86319896894264,898137,3.9,3.7,3.9,4.9,81.6,74.9,,,94.0,,5.0,2.5,,1.8
KOR,Korea (the Republic of),2010,49554112.0,0.49822508440111,16.101601763675,10.6933151488862,1094499,6.5,3.7,4.7,6.2,83.6,76.8,80.0,7.1,95.0,,3.5,2.5,,2.0
KOR,Korea (the Republic of),2019,51606633.0,0.475334410431755,12.9733235784635,14.4185558323969,1530751,3.1,3.6,5.3,7.3,85.7,79.7,,,66.0,,3.0,,,2.4
KWT,Kuwait,2005,2270198.0,3.11860806340418,25.9749590123857,2.16426056229457,80798,10.6,2.0,4.7,2.4,74.659,72.81,,,26.0,0.1,10.4,2.5,1.9,
KWT,Kuwait,2010,2991884.0,5.87959056244009,23.2170431741338,1.99753733767753,115416,-2.4,1.8,3.8,2.8,75.417,73.63,75.7,11.2,37.0,0.1,9.7,2.5,2.0,2.4
KWT,Kuwait,2019,4137309.0,1.98243953053414,21.5388880509858,2.55047238400198,119534,-3.5,2.0,,3.9,76.467,74.672,,,23.0,0.1,8.2,,,2.6
CYM,Cayman Islands (the),2005,49261.0,2.79754357342957,,,3042,6.5,3.5,1.8,,,,,,0.98,,,,,
CYM,Cayman Islands (the),2010,56672.0,2.41096021674305,,,3267,-2.7,6.7,2,,84.7,79.8,,,8.1,,,,,
CYM,Cayman Islands (the),2019,64174.0,1.2418234783193,,,4030,2.3,6.3,,,,,,,5.4,,,,,
KAZ,Kazakhstan,2005,15147029.0,0.888891381801271,24.4839203659437,7.69061769065859,57124,9.7,8.1,2.3,3.9,71.8,60.3,,,187.0,0.1,32.0,5.9,7.8,
KAZ,Kazakhstan,2010,16321872.0,1.41327147745347,24.0549833041877,6.81093402346834,148047,7.3,5.8,3.1,2.7,73.32,63.51,82.7,6.8,145.0,0.1,23.9,3.1,7.3,3.5
KAZ,Kazakhstan,2019,18272430.0,1.2925141033428,28.4605497778393,7.39184627103032,159407,4.0,5.2,2.9,3.5,77.19,68.84,,,68.0,0.2,14.1,,,3.3
LAO,Lao People's Democratic Republic (the),2005,5751676.0,1.56773684479994,40.3110154327191,3.6558735227784,2946,6.8,1.4,2.4,3.3,63.465,59.785,,,270.0,0.2,70.0,27.0,1.2,0.3
LAO,Lao People's Democratic Republic (the),2010,6249165.0,1.62197005135263,36.4319553092293,3.67991563672907,7313,8.1,0.7,1.7,2.9,66.115,62.477,51.7,39.5,221.0,0.3,57.5,21.1,0.7,0.8
LAO,Lao People's Democratic Republic (the),2019,7061507.0,1.54802299147207,32.6039186819471,4.0751499644481,16853,6.9,0.7,2.9,2.4,69.417,65.838,,,162.0,0.3,47.0,,,0.5
LBN,Lebanon,2005,4698763.0,2.79221919755328,30.3473701482709,5.94077632772711,21490,2.7,8.1,2.7,7.6,78.72,75.081,,,9.6,0.1,13.8,3.4,3.6,3.4
LBN,Lebanon,2010,4953061.0,2.86797769559499,25.8164395714085,6.35812884194239,38420,8.0,6.4,1.6,7.4,80.334,76.6,89.4,4.1,12.0,0.1,10.6,4.5,3.5,2.7
LBN,Lebanon,2019,6848925.0,0.542458659560969,26.0958671652131,7.00236813439294,53394,0.6,6.7,2.5,8.0,80.821,77.076,,,11.0,0.1,9.6,,,2.3
LCA,Saint Lucia,2005,163417.0,0.984532893109578,27.7614936022568,7.1767319189558,935,-1.7,18.7,5.1,5.4,75.667,72.625,,,9.9,,15.7,,3.0,0.5
LCA,Saint Lucia,2010,174085.0,1.07651499038703,23.2156705057874,8.51078496136945,1382,0.2,20.6,3.9,5.7,76.311,73.457,81.6,8.9,5.9,,16.3,,,0.1
LCA,Saint Lucia,2019,181889.0,0.514822933775617,18.5288830000715,9.80653035642617,1718,3.0,19.8,5.7,5.3,77.434,74.72,,,3.2,,16.0,,,
LIE,Liechtenstein,2005,34713.0,0.75472056353829,,,4046,4.8,,2.4,,84.1,77.4,,,,,,,,
LIE,Liechtenstein,2010,35994.0,0.74455524450427,,,5621,7.4,2.6,2.0,,84.3,79.5,,,,,,,,
LIE,Liechtenstein,2019,37910.0,0.290582690270153,,,6296,0.7,2.6,2.6,,86.0,81.6,,,,,,,,
LKA,Sri Lanka,2005,19544988.0,0.810825506471785,25.5847074452028,6.83793205705729,27932,6.2,7.7,,4.0,78.365,71.247,,,66.0,0.1,11.8,18.2,,0.5
LKA,Sri Lanka,2010,20261737.0,0.684554667434635,25.3782782789057,7.43161358771955,56726,8.0,4.9,1.7,3.9,78.933,71.995,80.4,8.2,66.0,0.1,10.2,13.8,3.5,0.7
LKA,Sri Lanka,2019,21670000.0,1.04839295829763,24.1970010216799,10.4732197537841,87357,3.3,4.2,2.8,3.9,80.121,73.415,,,64.0,0.1,8.8,,,1.0
LBR,Liberia,2005,3218116.0,2.59592871249557,42.8670377326361,3.38645344046019,706,5.3,5.6,,8.8,56.785,54.023,,,267.0,2.1,100.3,39.4,,~0.0
LBR,Liberia,2010,3891356.0,3.59003165939864,43.0342790533685,3.34233105375093,1292,7.3,2.3,3.2,8.8,61.258,57.978,26.9,64.4,293.0,1.7,72.9,36.5,0.8,~0.0
LBR,Liberia,2019,4818977.0,2.45252259258425,41.1249865894663,3.25343179968014,2763,2.5,2.4,3.8,9.6,65.114,62.347,,,308.0,1.3,60.1,,,~0.0
LSO,Lesotho,2005,1996114.0,-0.491048833645662,37.1594508129295,4.42199193032061,1560,2.7,37.2,12.1,5.1,45.098,40.566,,,1280.0,23.8,79.0,11.7,,~0.0
LSO,Lesotho,2010,1995581.0,0.273477029785285,34.8872333420693,4.68409951788477,2386,6.1,25.9,11.4,7.7,48.074,42.412,32.4,59.3,1120.0,24.1,74.9,12.7,,0.1
LSO,Lesotho,2019,2108132.0,0.796281136528556,32.7163515354347,4.90108749682213,2632,-1.6,28.2,6.4,8.1,56.954,50.582,,,611.0,23.6,65.4,,,
LTU,Lithuania,2005,3322528.0,-1.62840112593427,16.773027759737,15.9858300829957,26141,7.7,8.3,4.9,5.6,77.4,65.4,,,73.0,,7.7,2.5,7.3,
LTU,Lithuania,2010,3097282.0,-2.09694341985475,14.7654023156293,17.2713117545976,37130,1.6,17.8,5.3,6.8,78.8,68.0,89.2,2.4,64.0,,6.0,2.5,7.2,3.9
LTU,Lithuania,2019,2801543.0,-0.954190459209969,14.8824245055089,19.7050331564608,47544,4.1,6.8,4.2,6.7,80.9,71.9,,,44.0,,4.4,,,4.3
LUX,Luxembourg,2005,465158.0,1.53005466340868,18.6225815892819,14.4206953490505,37346,3.2,4.5,3.6,7.2,82.3,76.7,,,9.3,0.2,5.0,2.5,5.8,
LUX,Luxembourg,2010,506953.0,1.8254058035237,17.6440127665691,13.9930181594797,53212,4.9,4.4,,7.0,83.5,77.9,87.3,6.1,6.6,0.2,2.3,2.5,5.4,2.8
LUX,Luxembourg,2019,607950.0,1.92883751398765,15.8788239869589,14.1831541841472,62316,1.5,5.2,3.9,6.2,84.4,79.9,,,8.0,0.3,3.4,,,3
LVA,Latvia,2005,2238799.0,-1.08057145691172,14.6798413671801,16.857823270321,16922,10.7,10.0,4.9,5.9,77.4,65.6,,,72.0,0.3,9.9,2.5,7.9,3.6
LVA,Latvia,2010,2097555.0,-2.08130508988111,14.0892205765267,18.1786346532406,23765,-3.9,19.5,5.1,6.1,78.4,68.8,91.2,2.3,50.0,0.3,7.8,2.5,5.7,3.1
LVA,Latvia,2019,1927174.0,-0.779138396192231,15.9957769389964,20.0436203206809,30463,4.6,8.5,5.3,6.2,79.8,69.8,,,29.0,0.4,5.2,,,3.2
LBY,Libya,2005,5798614.0,1.53729299464239,30.1659155101547,3.98502124818103,45451,10.3,20.0,,2.6,74.119,69.991,,,40.0,0.1,21.5,,3.4,1.2
LBY,Libya,2010,6197663.0,1.03278282326098,28.7530154511467,4.17442832887171,80942,4.3,18.6,,3.6,74.954,69.473,78.8,9.7,40.0,0.2,17.6,,3.7,2.0
LBY,Libya,2019,6678567.0,1.47586738980959,28.3192377277793,4.39204025898401,25127,64.0,15.0,,6.1,75.788,69.895,,,40.0,0.2,13.0,,,2.2
MAR,Morocco,2005,30455561.0,1.1238112175633,30.7535494092524,5.75924377160546,62545,3.0,11.0,,4.8,73.086,70.339,,,99.0,0.1,36.6,5.7,0.9,0.5
MAR,Morocco,2010,32343389.0,1.28922289658525,28.5137466577791,6.14366973108477,93217,4.0,9.1,5.3,5.9,75.655,73.046,75.2,17.3,101.0,0.1,26.6,5.2,1.1,0.6
MAR,Morocco,2019,36029138.0,1.25079496436022,27.2063801328554,7.0129048211122,109709,5.6,9.3,,5.8,77.668,75.19,,,99.0,0.1,24.2,,,0.7
MCO,Monaco,2005,33843.0,1.01867444598722,,,4203,1.6,3.6,1.2,2.1,,,,,1.6,,,,,
MCO,Monaco,2010,35612.0,1.0898213401321,,,5362,2.2,,1.3,2.3,,,,,3.2,,,,,
MCO,Monaco,2019,38682.0,0.752527100059372,,,6401,~0.0,,1.4,1.7,,,,,0.0,,,,,6.6
MDA,Moldova (the Republic of),2005,2888111.0,,18.5161516632755,9.92538876198431,2988,7.5,7.3,7.2,9.6,71.681,63.916,,,142.0,0.4,18.8,,6.4,
MDA,Moldova (the Republic of),2010,2861487.0,,16.5163392502498,10.1459075334043,5812,7.1,7.4,9.1,12.2,73.642,65.577,88.2,4.5,116.0,0.5,15.6,,6.2,2.4
MDA,Moldova (the Republic of),2019,2706049.0,,15.8600908600909,11.4695563413512,8128,4.5,4.3,6.7,9.0,76.074,67.53,,,86.0,0.6,14.2,,,3.2
MNE,Montenegro,2005,614261.0,0.147929262061512,20.1784257070593,13.0637858112789,2279,4.2,30.3,,,76.172,71.112,,,29.0,0.1,11.6,,4.2,
MNE,Montenegro,2010,619428.0,0.183239906425096,19.2436025789916,12.9672019542669,4139,2.7,19.7,,,77.472,72.792,94.0,1.7,20.0,0.1,10.9,2.5,4.0,2
